h_str,a_str,hth,h_poise,a_poise,result
76.8,81.5,1.0,1.4,0.6,DRAW
75.5,80.2,1.0,2.6,1.2,WIN
76.5,75.5,1.6,1.6,2.2,DRAW
75.5,82.1,1.4,1.2,0.6,WIN
73.8,79.9,1.0,2.0,0.0,LOSE
83.3,75.1,2.6,0.6,2.4,LOSE
76.5,75.1,0.6,0.2,1.0,DRAW
73.6,73.9,0.4,0.6,0.0,DRAW
78.6,76.6,1.6,1.4,1.2,WIN
84.7,76.0,3.0,0.4,3.0,WIN
83.1,83.5,2.6,2.6,1.2,WIN
77.0,77.4,1.8,0.0,2.4,DRAW
74.5,84.9,1.2,2.0,0.0,DRAW
75.1,76.8,1.6,0.2,1.4,WIN
75.5,76.5,1.0,1.6,3.0,WIN
78.4,75.5,2.0,0.8,2.4,DRAW
81.5,71.9,1.6,0.8,0.0,WIN
77.2,76.7,1.2,0.6,0.8,LOSE
82.8,77.5,1.6,1.0,2.4,WIN
76.1,73.6,1.6,1.2,1.0,DRAW
80.0,83.1,2.2,1.6,1.2,DRAW
77.5,83.6,1.0,1.6,0.4,WIN
83.1,82.8,2.6,1.0,1.2,WIN
78.5,75.9,1.6,1.6,1.4,WIN
77.2,75.1,1.4,0.4,1.0,DRAW
75.2,74.9,1.4,0.8,2.0,WIN
78.6,77.5,1.2,0.2,0.8,WIN
84.5,77.5,3.0,0.8,1.4,WIN
73.8,75.1,0.4,1.0,0.0,WIN
74.5,83.5,0.6,2.0,0.6666666666666666,WIN
76.4,80.3,0.6,2.0,1.2,LOSE
83.5,77.6,2.0,0.4,2.6,WIN
77.2,76.9,1.6,0.2,1.8,DRAW
75.5,74.5,2.0,1.4,2.0,DRAW
75.5,75.2,1.6,1.0,3.0,WIN
77.2,72.6,1.0,0.8,0.0,LOSE
80.1,78.8,2.2,1.6,1.4,WIN
74.8,76.5,0.8,1.0,2.0,DRAW
77.9,77.5,1.4,0.8,1.0,WIN
73.5,83.0,1.6,1.6,0.0,LOSE
81.8,83.1,2.2,1.6,1.0,WIN
83.2,85.1,2.2,1.6,1.0,LOSE
75.3,78.2,0.4,0.2,2.0,WIN
78.1,75.5,1.8,1.0,0.8,DRAW
75.5,76.9,0.6,0.4,0.8,DRAW
75.4,77.6,2.0,1.0,0.8,WIN
83.3,72.6,2.6,0.8,3.0,WIN
77.5,76.9,2.0,0.2,1.6,WIN
79.9,74.1,2.6,1.6,0.6666666666666666,WIN
75.5,82.2,2.0,0.8,0.0,WIN
84.7,83.6,3.0,1.0,1.8,WIN
73.1,81.5,1.0,1.4,0.2,LOSE
81.9,79.8,2.2,2.0,1.8,WIN
79.5,75.4,1.6,0.6,1.0,WIN
73.8,75.4,1.0,1.0,0.0,DRAW
74.5,76.2,1.2,1.2,0.6666666666666666,WIN
76.2,78.4,1.0,0.2,1.0,LOSE
78.6,75.3,1.6,0.6,2.3333333333333335,LOSE
83.6,73.1,2.0,1.0,1.2,WIN
80.0,77.4,1.6,0.2,1.8,WIN
74.8,83.5,2.2,2.2,0.2,LOSE
76.8,84.0,1.6,1.6,0.8,LOSE
75.3,76.8,2.0,0.2,1.4,WIN
73.7,74.3,1.0,0.8,3.0,LOSE
76.6,79.6,1.0,0.0,0.8,LOSE
80.4,77.3,2.6,0.2,2.0,WIN
74.5,80.5,1.0,1.8,1.2,LOSE
75.4,78.5,2.0,0.8,0.0,LOSE
77.0,76.6,1.6,1.2,1.2,WIN
83.3,75.3,2.6,1.2,2.0,WIN
74.5,73.8,1.8,0.6,0.0,WIN
77.4,75.2,2.0,1.2,1.4,DRAW
76.8,75.5,0.8,1.0,2.3333333333333335,LOSE
79.2,85.4,2.0,1.6,1.2,LOSE
79.7,76.5,2.0,0.4,2.0,WIN
82.6,82.5,2.0,2.2,1.6,LOSE
79.5,79.5,2.0,1.8,0.4,DRAW
75.7,74.3,2.0,0.8,1.2,DRAW
75.1,74.2,1.8,0.6,0.0,DRAW
78.8,74.5,1.8,1.0,3.0,LOSE
76.5,83.5,1.0,2.2,0.2,LOSE
77.4,74.9,2.2,1.4,1.0,LOSE
76.3,74.7,0.6,0.6,0.8,DRAW
82.7,83.8,3.0,1.8,1.6,LOSE
79.2,76.4,2.4,1.0,1.6,WIN
83.6,76.1,1.4,0.8,1.4,DRAW
76.1,83.5,0.6,0.8,0.6,LOSE
74.6,77.0,1.0,1.4,1.0,WIN
76.3,75.1,0.8,0.6,1.0,WIN
73.6,76.9,0.8,0.2,3.0,WIN
75.6,80.4,2.4,0.6,1.6,DRAW
80.1,75.7,2.6,1.2,2.0,WIN
83.1,84.8,2.6,2.0,2.0,LOSE
74.5,80.7,2.2,0.2,0.0,WIN
83.6,76.3,3.0,0.2,2.0,LOSE
76.1,77.0,1.6,0.4,1.2,DRAW
75.2,83.3,2.0,2.6,0.0,DRAW
75.6,81.8,1.6,1.8,0.8,LOSE
74.6,83.1,1.6,1.2,1.3333333333333333,LOSE
76.8,76.1,1.2,0.8,1.6,DRAW
76.3,79.5,0.2,2.0,0.6,DRAW
76.9,76.3,2.0,1.0,0.8,DRAW
80.7,76.1,2.4,0.8,1.6,WIN
76.5,74.6,0.4,2.0,1.0,DRAW
84.7,75.5,2.4,0.6,2.6,WIN
80.4,75.2,2.0,1.0,3.0,WIN
78.5,77.0,2.6,0.6,3.0,DRAW
74.6,75.2,1.6,0.4,1.0,DRAW
76.3,75.6,0.8,1.2,0.8,WIN
73.6,80.6,1.4,0.8,0.0,LOSE
74.5,76.3,2.6,0.6,1.3333333333333333,LOSE
76.4,75.1,0.6,1.0,1.6,WIN
75.3,84.1,2.6,1.2,1.0,LOSE
76.4,84.5,1.6,2.6,0.8,LOSE
83.3,77.5,2.4,0.0,1.4,WIN
83.1,76.2,2.4,0.2,2.6,WIN
75.5,82.2,1.6,1.8,0.0,WIN
76.6,76.3,0.4,1.0,0.6,LOSE
77.0,77.1,0.8,0.2,2.2,LOSE
77.2,74.4,1.6,1.0,3.0,WIN
76.3,83.5,0.4,2.6,0.8,WIN
75.7,75.9,1.0,0.4,2.2,WIN
79.7,76.2,2.0,0.4,1.4,DRAW
84.1,74.4,2.4,0.8,3.0,DRAW
83.5,80.2,1.4,1.6,0.6,WIN
82.1,74.6,2.4,2.0,3.0,WIN
75.7,75.8,2.0,0.4,0.8,LOSE
76.7,80.2,0.6,0.0,0.2,WIN
82.0,73.2,2.0,1.0,3.0,DRAW
81.5,75.5,2.0,0.6,3.0,WIN
82.6,74.5,2.4,0.8,1.0,WIN
77.1,81.1,1.4,1.8,1.0,DRAW
77.1,79.3,1.0,1.4,1.0,WIN
81.8,77.6,2.4,1.2,1.0,WIN
74.9,77.1,1.4,0.8,0.8,LOSE
74.7,74.0,1.6,0.4,2.0,LOSE
74.3,76.6,1.2,1.2,1.4,WIN
74.5,80.5,1.4,0.0,0.0,LOSE
79.3,74.9,2.6,0.4,3.0,WIN
79.8,77.1,2.4,0.0,2.4,WIN
74.3,83.7,2.4,1.8,0.3333333333333333,WIN
76.5,83.3,1.0,3.0,0.8,LOSE
82.1,78.4,2.4,1.2,2.2,WIN
76.3,83.8,2.4,2.0,1.5,LOSE
77.8,76.1,1.6,0.2,0.5,WIN
74.7,83.2,0.8,1.8,0.5,LOSE
74.9,76.9,0.0,1.6,0,LOSE
76.6,72.8,1.4,0.0,0,WIN
77.5,79.8,0.0,1.4,0,DRAW
77.0,77.3,0.8,2.0,1.0,DRAW
82.7,77.7,2.6,0.8,2.0,WIN
80.9,84.9,3.0,3.0,0.4,LOSE
73.5,76.3,0.0,0.6,0,DRAW
78.7,76.6,1.6,1.0,1.6,LOSE
84.8,74.5,2.4,0.0,0,WIN
79.1,77.5,1.0,0.0,0,WIN
79.7,76.8,1.6,1.0,1.0,WIN
83.2,81.4,1.6,0.6,1.6,WIN
85.2,72.2,2.0,0.6,2.0,WIN
77.3,77.8,1.4,0.0,2.25,LOSE
76.4,82.7,1.6,2.0,1.5,WIN
76.9,82.7,1.8,1.0,0.6,LOSE
77.5,85.5,1.0,3.0,0,DRAW
77.0,78.1,1.0,0.6,1.0,LOSE
74.5,73.2,0.6,0.0,0,DRAW
76.6,79.4,2.0,1.6,1.2,DRAW
81.0,78.1,2.4,0.8,2.2,WIN
82.7,75.6,2.6,0.2,3.0,WIN
77.8,76.5,1.6,2.2,1.0,WIN
75.3,77.3,0.0,1.6,0,WIN
75.7,84.1,1.8,2.4,1.0,LOSE
83.1,84.7,2.4,2.0,1.2,LOSE
78.2,82.6,1.4,1.6,1.2,LOSE
78.2,77.5,1.0,0.0,0,LOSE
78.7,75.1,1.6,0.6,3.0,DRAW
76.1,77.0,1.8,1.0,1.2,LOSE
84.3,77.3,1.6,1.4,2.4,WIN
76.4,75.0,1.6,0.0,0,DRAW
85.2,76.3,2.0,0.8,2.5,WIN
73.5,81.9,1.0,0.6,0,LOSE
75.4,83.2,0.8,1.4,0.5,LOSE
77.8,84.1,2.0,2.0,0.2,WIN
83.0,82.7,2.4,1.6,1.2,LOSE
75.4,81.9,1.2,1.2,0.75,LOSE
85.6,74.9,2.6,0.5,0,WIN
74.9,77.2,0.8,1.6,1.5,LOSE
84.2,73.5,2.2,0.5,0,WIN
77.1,78.7,1.6,0.6,1.4,WIN
77.8,83.1,2.6,1.4,0.6,LOSE
77.5,76.7,1.0,1.0,0,WIN
78.7,78.2,1.8,0.8,1.4,LOSE
77.0,75.9,0.8,0.2,1.0,DRAW
75.5,77.8,1.5,0.6,0,DRAW
83.0,77.5,1.8,1.5,0,DRAW
83.4,76.4,2.6,1.6,1.6,WIN
78.4,75.0,1.4,0.8,2.0,WIN
77.2,76.5,1.8,0.2,1.0,DRAW
73.2,85.1,0.5,2.6,0,LOSE
77.0,77.2,0.2,1.2,1.5,WIN
75.9,83.2,1.8,1.4,0.5,LOSE
77.6,84.4,0.8,2.4,1.0,DRAW
82.9,78.7,2.4,1.2,2.4,WIN
78.2,81.9,1.0,1.4,1.0,WIN
77.5,77.4,1.6666666666666667,1.4,0,WIN
76.2,78.6,0.6,0.6,0.75,LOSE
84.9,75.4,2.6,0.2,3.0,WIN
75.6,82.8,0.2,1.8,0.0,LOSE
78.7,74.8,1.6,0.3333333333333333,0,WIN
82.2,77.5,2.4,0.8,1.8,WIN
84.4,82.6,2.6,2.0,1.2,DRAW
73.5,77.0,0.3333333333333333,0.4,0,LOSE
77.3,77.5,2.0,2.0,1.2,WIN
75.8,78.2,1.6,1.2,3.0,WIN
77.7,77.3,2.4,1.2,1.4,LOSE
82.6,73.5,2.4,0.3333333333333333,0,WIN
78.6,79.3,1.8,1.0,1.2,LOSE
76.9,77.5,1.4,1.3333333333333333,0,LOSE
77.2,75.1,0.8,0.6,1.0,DRAW
82.3,76.5,2.0,0.4,1.25,WIN
74.6,80.7,1.3333333333333333,1.8,0,LOSE
76.2,84.1,1.0,2.0,0.0,LOSE
82.9,85.5,2.6,2.6,2.0,DRAW
84.3,83.2,2.2,1.4,1.4,DRAW
77.5,77.1,2.0,0.8,0,LOSE
78.2,82.5,1.4,2.4,1.4,LOSE
76.5,75.8,0.6,0.2,0.5,LOSE
85.5,77.5,3.0,0.8,2.5,WIN
73.4,74.7,0.25,0.25,0,WIN
77.3,76.8,2.6,1.2,1.0,DRAW
75.3,81.7,0.2,2.0,0.0,LOSE
80.5,76.9,1.6,1.8,1.8,WIN
81.5,78.9,2.4,1.2,2.0,WIN
83.1,73.3,2.6,0.25,0,WIN
75.0,77.0,1.0,1.8,0,LOSE
75.8,77.7,2.0,1.75,0,WIN
77.1,75.1,1.8,0.6,0.0,WIN
77.0,76.5,0.4,0.4,1.25,DRAW
78.1,76.5,1.8,1.2,1.6,DRAW
77.2,81.2,0.8,2.4,0.8,DRAW
77.6,83.2,0.8,2.0,1.0,LOSE
82.8,80.5,2.0,1.0,2.2,WIN
83.1,85.5,2.4,2.2,1.4,LOSE
77.0,83.2,2.2,1.4,0.2,LOSE
76.8,77.2,0.8,0.8,1.75,WIN
76.5,77.5,0.0,1.4,0.0,WIN
80.5,75.8,2.0,0.8,2.0,WIN
73.4,78.8,0.8,1.2,0,LOSE
82.4,82.8,2.4,2.6,0.4,DRAW
77.3,81.7,1.6,2.4,0,LOSE
85.5,76.3,3.0,0.8,2.0,WIN
83.2,77.5,2.2,1.2,1.8,WIN
75.5,75.8,0.2,0.2,0,WIN
72.7,75.9,0.6,0.8,0,WIN
76.5,77.3,0.6,1.4,1.6,DRAW
76.1,76.9,0.6,1.8,1.0,WIN
78.3,77.1,1.4,0.6,1.5,DRAW
75.5,76.8,0.8,0.8,0.0,DRAW
76.9,82.2,0.4,2.4,0.0,LOSE
82.8,74.9,2.6,0.2,0,WIN
84.3,80.4,2.2,1.0,2.2,DRAW
85.5,81.9,3.0,2.0,1.4,WIN
81.9,77.3,2.6,1.4,0,DRAW
76.7,85.5,1.4,2.2,0.2,LOSE
77.5,83.5,1.8,2.2,0.2,LOSE
82.9,77.5,2.0,0.6,3.0,DRAW
75.5,75.8,0.8,0.8,0,WIN
80.4,73.2,2.0,0.2,0,WIN
76.1,77.9,2.0,1.8,0.0,DRAW
82.5,84.3,1.8,2.6,1.4,WIN
76.9,81.5,1.6,2.0,0.8,LOSE
76.1,75.5,1.4,0.4,0,LOSE
76.9,76.2,0.8,0.6,2.0,LOSE
73.6,76.6,1.2,1.6,0,WIN
76.2,78.3,1.2,1.0,2.25,LOSE
83.4,76.5,3.0,1.2,3.0,WIN
78.5,77.5,1.0,1.0,1.8,WIN
75.7,75.8,0.8,0.8,2.0,LOSE
77.5,77.0,0.4,0.8,0.75,WIN
73.8,81.6,0.6,1.4,1.0,DRAW
84.2,75.3,1.8,0.0,0,WIN
81.5,82.6,2.2,3.0,1.0,WIN
82.8,80.4,2.6,1.0,2.2,WIN
76.0,77.5,1.6,0.8,0.5,WIN
77.2,75.7,1.4,1.0,1.5,WIN
77.9,73.8,1.4,0.2,0,WIN
77.3,84.9,1.2,2.2,0.0,LOSE
75.1,83.5,1.2,2.0,0,WIN
74.8,76.3,1.4,1.4,0,DRAW
76.9,80.5,0.8,2.2,1.0,LOSE
79.7,75.7,2.4,1.0,3.0,DRAW
81.2,80.5,1.6,2.6,2.0,DRAW
82.5,75.3,1.8,0.2,2.0,WIN
76.6,83.5,1.4,2.2,0.8,LOSE
77.8,77.5,1.8,0.2,1.8,WIN
81.8,75.6,1.8,0.0,0,WIN
73.2,74.4,1.8,0.2,0,WIN
76.9,75.5,0.8,1.2,1.0,WIN
81.4,75.2,2.2,0.8,3.0,WIN
84.4,85.1,1.8,2.6,1.2,WIN
78.4,82.4,1.6,2.4,1.4,LOSE
76.3,75.9,1.2,1.0,0,LOSE
80.4,75.5,2.6,0.8,1.4,DRAW
84.5,79.5,3.0,0.8,1.2,WIN
76.8,76.3,1.2,1.2,0,WIN
76.4,73.5,0.6,0.0,0,WIN
81.5,76.3,1.8,0.8,2.5,WIN
74.8,76.1,0.8,1.2,1.5,LOSE
76.5,78.5,1.0,1.6,1.4,WIN
75.3,77.6,1.0,1.6,0,LOSE
74.0,80.7,0.8,2.2,0.4,WIN
76.0,84.4,2.0,1.4,0.0,LOSE
83.9,81.2,2.6,1.0,0.6,WIN
77.6,84.1,1.2,2.6,0,LOSE
80.5,76.2,2.2,0.2,3.0,WIN
77.6,77.7,1.8,1.0,1.4,LOSE
76.1,75.4,1.2,0.0,0,DRAW
84.3,77.0,3.0,0.2,2.6,LOSE
74.5,74.0,0.8,0.2,1.0,LOSE
84.4,78.2,2.2,1.0,2.2,LOSE
76.8,75.5,0.8,1.2,2.0,WIN
73.6,82.5,2.4,1.0,0,LOSE
79.2,83.5,2.2,2.4,0.4,LOSE
74.7,76.5,0.8,1.4,0,DRAW
81.1,76.7,2.4,1.2,2.6,WIN
81.9,74.7,2.2,0.8,1.5,WIN
83.5,75.7,2.6,1.6,1.25,WIN
78.2,84.9,1.0,2.0,1.2,WIN
77.3,72.5,1.4,0.0,0,DRAW
76.6,79.5,0.8,0.8,2.25,LOSE
75.9,81.9,2.0,1.6,1.5,DRAW
77.7,84.4,1.2,1.8,0.8,LOSE
74.2,76.2,1.2,1.6,1.8,LOSE
75.5,75.8,1.2,1.6,2.4,DRAW
83.5,77.5,2.4,1.0,3.0,LOSE
78.7,73.6,1.6,0.2,3.0,LOSE
75.3,75.3,1.0,0.6,0.0,WIN
75.4,80.1,1.6,0.8,0.3333333333333333,WIN
83.6,80.9,3.0,1.2,2.2,WIN
76.7,84.1,1.6,1.8,1.2,LOSE
75.7,84.4,1.2,1.8,0.2,LOSE
75.7,77.7,0.6,2.2,0.8,WIN
82.6,76.5,2.2,0.6,2.6,WIN
79.2,78.1,1.6,1.6,2.4,LOSE
80.5,74.2,2.2,0.2,3.0,WIN
73.5,83.5,1.8,2.4,0.0,LOSE
76.7,77.0,1.2,0.8,3.0,LOSE
77.7,75.4,1.8,0.6,0.0,DRAW
74.8,75.7,0.8,0.2,1.0,LOSE
84.0,74.3,2.0,0.6,3.0,DRAW
76.9,77.4,1.2,1.0,1.2,DRAW
75.7,82.7,1.4,1.4,1.0,LOSE
85.5,83.5,2.4,2.6,1.0,WIN
77.9,80.5,1.4,1.0,0.2,WIN
78.2,73.7,1.4,0.8,1.6,LOSE
77.0,77.9,1.4,1.2,1.6,LOSE
73.5,74.5,1.8,0.6,1.0,DRAW
75.4,75.0,1.2,0.2,0.0,WIN
75.5,83.7,1.6,2.4,0.0,LOSE
84.4,75.1,1.6,1.6,2.0,WIN
80.0,77.0,1.0,0.0,1.4,WIN
83.8,82.5,2.4,1.4,1.8,LOSE
84.8,77.8,2.4,1.6,1.0,WIN
76.7,79.0,1.2,1.6,0.0,WIN
77.2,75.4,0.8,0.8,1.2,DRAW
74.1,80.0,1.0,0.8,1.4,WIN
75.0,73.2,0.8,0.8,1.0,WIN
81.8,75.5,2.2,0.8,1.0,WIN
84.0,76.5,3.0,1.4,2.4,WIN
76.9,77.5,1.4,2.0,1.6,WIN
81.6,84.4,2.6,1.8,1.0,WIN
73.8,85.5,0.2,1.8,0.3333333333333333,LOSE
75.2,83.4,1.6,2.4,0.0,LOSE
77.5,77.5,1.8,1.8,3.0,WIN
74.4,79.5,0.0,0.6,0.3333333333333333,LOSE
75.2,76.3,1.0,0.8,1.0,WIN
81.2,73.2,3.0,0.8,3.0,WIN
82.5,75.4,2.6,0.8,2.2,DRAW
75.0,85.8,0.8,1.8,0.2,WIN
76.2,84.2,2.0,1.8,0.6,WIN
74.1,77.0,1.4,1.2,1.8,DRAW
82.5,77.5,1.8,1.6,2.0,WIN
83.8,79.1,3.0,1.4,2.4,DRAW
83.2,75.0,1.8,1.0,1.8,WIN
79.4,77.8,1.0,1.4,1.0,LOSE
76.2,75.3,1.4,0.2,3.0,WIN
84.7,74.2,2.0,0.2,2.3333333333333335,WIN
75.4,73.9,1.8,1.4,1.6,DRAW
75.9,76.7,1.4,1.6,1.3333333333333333,DRAW
72.7,75.9,1.4,0.0,0.0,WIN
79.5,82.7,1.2,2.0,0.2,LOSE
86.5,80.9,2.4,0.4,2.6,WIN
77.2,83.8,2.0,2.4,0.2,DRAW
78.6,85.7,0.8,1.2,1.0,LOSE
75.5,82.6,1.4,2.4,0.0,LOSE
76.5,77.2,1.4,1.2,0.4,DRAW
77.2,79.3,1.0,1.2,1.4,WIN
74.6,73.2,1.4,0.8,0.0,LOSE
84.0,76.4,2.6,0.0,2.0,WIN
73.7,79.7,0.0,0.2,0.0,LOSE
76.3,75.4,1.0,1.0,0.6666666666666666,LOSE
80.7,79.5,1.8,1.4,2.0,WIN
84.6,84.6,2.4,1.8,1.2,WIN
77.8,75.0,1.8,0.8,3.0,DRAW
77.5,75.9,1.6,0.2,3.0,WIN
73.3,77.6,1.4,1.6,0.0,LOSE
75.4,82.5,2.0,2.4,0.2,WIN
75.1,74.3,1.4,0.2,2.0,WIN
76.0,77.8,2.0,2.0,0.0,DRAW
79.7,76.9,0.6,1.4,0.8,LOSE
81.7,83.9,2.6,2.0,1.2,DRAW
81.7,73.5,3.0,1.6,2.0,WIN
80.1,76.4,0.6,0.2,2.3333333333333335,WIN
73.2,77.8,0.0,1.6,3.0,WIN
72.9,79.6,0.8,1.2,0.0,LOSE
75.1,75.7,2.0,1.6,1.3333333333333333,WIN
80.7,75.6,3.0,0.0,2.0,WIN
74.5,75.1,0.8,0.2,0.0,WIN
76.5,81.3,1.0,3.0,0.2,LOSE
84.3,83.2,2.0,2.4,1.2,WIN
84.7,77.6,2.4,0.8,3.0,WIN
82.7,77.6,2.6,1.6,2.6,WIN
84.0,81.1,1.8,0.8,1.4,DRAW
73.8,73.3,1.4,1.4,0.0,WIN
81.6,74.5,2.2,1.6,1.8,WIN
75.4,76.9,2.0,2.0,1.8,LOSE
76.2,74.0,1.0,0.2,1.3333333333333333,WIN
74.8,85.1,2.2,1.8,0.0,LOSE
77.6,75.1,1.6,0.4,1.2,WIN
78.0,80.0,1.6,1.4,1.2,WIN
75.2,83.9,1.4,1.2,0.0,LOSE
79.9,82.8,0.6,1.6,0.4,DRAW
76.6,76.2,0.8,0.2,1.3333333333333333,LOSE
74.5,82.8,1.4,1.8,0.2,WIN
76.2,79.3,2.4,1.2,0.2,WIN
80.1,75.2,0.6,0.0,1.0,WIN
73.5,76.5,0.6,0.0,1.0,LOSE
73.1,77.6,0.8,0.2,0.0,WIN
84.7,76.5,3.0,1.4,3.0,WIN
83.5,75.4,2.6,1.6,2.0,WIN
84.2,77.9,2.0,1.4,0.0,DRAW
82.0,82.1,3.0,3.0,1.0,WIN
78.0,73.6,2.2,0.2,2.3333333333333335,WIN
75.7,80.1,2.0,0.8,1.4,LOSE
76.6,75.9,1.6,0.4,1.4,DRAW
75.5,83.5,1.2,1.2,0.0,LOSE
79.9,84.6,0.8,1.2,0.4,WIN
74.6,85.2,0.6,2.4,0.0,LOSE
82.7,78.0,2.2,0.8,2.4,WIN
79.5,77.1,1.2,0.6,0.6,WIN
76.9,74.3,0.8,0.2,2.0,WIN
75.4,78.1,1.4,1.0,0.0,WIN
76.2,74.0,1.4,1.0,1.0,LOSE
77.6,80.0,2.6,1.2,1.4,LOSE
73.1,83.5,1.4,0.6,0.0,LOSE
83.4,84.5,2.6,1.2,1.6,WIN
80.2,76.1,3.0,0.4,2.4,WIN
76.6,81.0,2.0,2.4,1.0,WIN
77.9,75.2,1.6,0.0,1.0,WIN
81.8,75.8,2.2,0.8,3.0,WIN
84.2,76.5,2.0,2.0,3.0,WIN
82.6,73.0,3.0,1.2,3.0,WIN
74.2,83.7,2.0,1.8,0.4,LOSE
76.2,76.6,3.0,1.4,1.6,LOSE
73.6,79.1,0.6,0.8,0.3333333333333333,LOSE
77.2,75.8,1.6,1.0,1.2,LOSE
79.7,80.2,1.4,0.8,0.6,WIN
82.6,78.5,2.6,0.2,1.6,WIN
79.8,75.9,1.8,0.4,2.4,LOSE
80.6,72.7,2.6,0.0,3.0,WIN
74.4,77.9,1.4,1.0,0.0,WIN
75.4,79.7,0.6,1.8,0.0,WIN
75.8,72.8,1.4,0.6,3.0,WIN
76.0,76.6,0.8,0.6,0.3333333333333333,LOSE
82.5,78.1,2.2,0.2,1.6,WIN
76.1,86.0,1.4,2.4,0.8,LOSE
83.7,82.1,2.6,1.2,1.2,WIN
77.1,80.9,2.2,0.8,1.2,LOSE
76.2,73.1,0.8,0.6,0.0,LOSE
83.5,82.0,3.0,0.6,2.0,WIN
76.8,76.3,2.6,0.6,0.0,DRAW
77.7,79.6,2.0,1.4,1.0,DRAW
74.7,76.5,0.6,0.8,2.0,LOSE
76.5,75.2,1.0,0.0,3.0,LOSE
75.9,75.3,2.4,1.4,1.2,WIN
79.9,82.5,1.4,1.8,0.4,WIN
73.1,83.5,1.2,1.8,0.0,LOSE
79.2,76.2,3.0,2.0,2.0,LOSE
82.5,75.8,2.6,1.4,2.0,DRAW
77.8,74.9,2.0,0.8,1.2,DRAW
83.6,76.1,2.6,0.8,2.3333333333333335,WIN
77.8,81.5,2.2,1.4,1.0,WIN
81.5,84.7,2.2,2.4,0.8,LOSE
83.1,73.7,3.0,0.0,3.0,WIN
82.7,77.5,2.6,0.2,2.0,LOSE
77.7,77.8,2.0,0.4,3.0,LOSE
73.7,75.5,1.8,1.2,1.8,DRAW
74.9,73.0,0.6,1.2,0.0,WIN
76.5,79.9,0.8,1.2,0.4,DRAW
76.1,75.8,0.6,1.0,2.3333333333333335,DRAW
79.0,81.5,1.8,1.4,0.8,WIN
75.8,84.7,1.8,3.0,0.2,LOSE
82.9,85.1,2.0,1.2,1.4,DRAW
79.9,77.4,2.0,1.4,1.2,WIN
76.0,83.3,0.4,0.0,0.2,WIN
77.8,75.2,2.2,0.6,1.0,WIN
76.5,74.4,2.0,0.8,1.8,WIN
72.2,76.4,0.6,2.4,1.0,LOSE
75.8,83.2,2.4,2.2,1.0,LOSE
75.0,81.7,0.6,1.2,1.0,DRAW
84.8,77.7,2.2,1.2,2.4,WIN
