h_str,a_str,hth,h_poise,a_poise,result
83.1,75.7,2.4,0.8,1.3333333333333333,DRAW
83.6,79.0,3.0,1.4,1.8,WIN
78.3,77.9,1.4,0.6,2.0,LOSE
81.5,80.2,2.0,1.4,2.6,DRAW
73.7,73.8,2.0,0.0,1.6666666666666667,DRAW
78.8,71.9,2.0,0.6,3.0,LOSE
82.8,77.8,3.0,0.8,3.0,WIN
79.0,82.1,2.4,1.4,0.8,DRAW
74.7,75.9,1.2,1.0,1.0,LOSE
76.7,76.0,0.8,1.4,1.2,WIN
75.8,79.5,1.2,0.8,0.0,LOSE
75.6,84.6,0.8,3.0,0.0,LOSE
85.0,73.1,3.0,0.6,2.0,WIN
78.9,85.4,2.0,3.0,0.0,LOSE
77.1,73.7,0.8,0.0,0,DRAW
77.1,75.8,1.2,0.8,1.8,WIN
76.5,79.7,1.4,1.0,0.4,DRAW
77.8,76.7,0.8,1.0,1.25,LOSE
82.1,75.2,2.0,0.0,3.0,WIN
76.9,80.8,1.8,1.2,0.6,LOSE
80.0,79.5,2.0,0.8,1.5,DRAW
82.0,80.9,1.4,1.0,1.6,WIN
81.6,77.1,2.0,0.8,3.0,WIN
75.2,77.1,0.2,1.4,1.5,LOSE
77.0,78.0,0.2,1.2,2.5,DRAW
79.9,78.1,2.6,0.6,1.4,WIN
73.2,77.1,1.4,1.6,1.5,WIN
75.9,84.5,1.6,2.6,0.2,LOSE
85.8,82.4,3.0,0.0,2.6,DRAW
73.7,77.2,0.0,2.4,0,WIN
81.8,79.5,2.2,1.4,1.6,DRAW
79.5,82.0,2.6,0.8,2.0,DRAW
75.6,79.7,0.2,1.2,0.0,WIN
73.2,80.7,1.8,1.0,0.0,LOSE
73.6,78.9,3.0,1.6,0,LOSE
76.6,75.5,0.4,0.8,0.75,LOSE
77.6,78.6,0.2,1.4,1.4,LOSE
82.0,77.1,1.4,1.8,2.6,LOSE
85.3,81.4,3.0,1.8,2.2,WIN
76.9,86.1,1.0,3.0,0.0,LOSE
78.7,77.1,2.2,0.8,1.5,DRAW
82.5,77.0,2.0,1.4,2.4,LOSE
76.1,81.2,1.0,0.4,0.6,DRAW
78.6,73.5,1.4,0.6,1.0,WIN
80.4,73.8,2.2,1.0,0,DRAW
77.1,75.6,1.6,0.0,1.5,WIN
79.9,77.2,1.6,1.4,1.2,WIN
85.9,76.2,2.6,1.0,3.0,WIN
76.6,77.4,1.2,0.6,0.8,DRAW
76.7,85.3,1.8,3.0,0.2,LOSE
79.6,77.6,3.0,0.8,0.5,WIN
80.9,83.8,2.0,0.2,1.4,DRAW
84.2,77.0,3.0,2.0,2.2,WIN
80.5,79.7,0.8,1.6,2.6,WIN
76.4,76.7,0.4,1.0,0.5,DRAW
73.8,76.3,1.5,0.8,0,LOSE
83.5,77.5,1.4,2.4,3.0,WIN
79.4,81.1,1.8,1.0,2.0,LOSE
73.5,85.2,1.2,3.0,0.5,WIN
75.5,79.5,0.8,0.6,0.8,WIN
77.8,80.6,0.2,1.2,1.2,DRAW
75.5,78.6,0.8,2.0,0.5,DRAW
76.2,75.7,1.2,1.4,1.4,LOSE
80.1,81.7,1.6,0.4,0.6,WIN
85.9,77.4,2.6,0.8,3.0,WIN
76.8,73.5,1.2,0.0,0,WIN
79.4,73.9,3.0,1.0,0,LOSE
77.1,75.1,0.8,1.0,0.5,DRAW
77.4,79.2,1.6,0.8,1.5,DRAW
78.6,80.5,1.4,0.6,0.8,WIN
81.5,85.3,1.8,3.0,1.2,LOSE
79.3,75.9,1.6,0.0,3.0,WIN
73.9,85.3,1.0,3.0,0,LOSE
83.5,76.6,1.4,1.4,2.0,WIN
78.0,77.9,1.6,0.8,1.5,WIN
75.8,76.8,1.0,0.6,0,DRAW
75.7,78.6,1.4,2.2,2.2,DRAW
80.7,74.9,1.2,1.0,3.0,WIN
77.1,73.9,1.8,0.0,3.0,WIN
79.4,84.9,2.4,2.4,0.8,LOSE
79.6,76.5,2.2,1.4,1.8,WIN
80.5,79.4,1.4,1.4,1.4,DRAW
74.0,83.5,0.6,0.4,0.25,WIN
77.0,79.5,1.2,0.6,1.2,WIN
84.8,79.9,3.0,1.0,2.0,WIN
72.9,75.8,1.8,0.0,1.5,LOSE
77.3,73.9,0.2,1.6666666666666667,0,DRAW
78.4,76.5,2.0,1.8,1.8,LOSE
85.8,78.6,2.6,1.0,2.0,LOSE
75.7,80.9,0.6,1.6,0.2,LOSE
79.3,75.7,1.6,1.4,2.0,WIN
76.4,79.2,1.0,0.6,0.8,WIN
79.1,78.5,1.8,1.8,1.4,WIN
75.8,75.3,1.2,1.0,0,WIN
76.3,73.5,1.6,0.0,1.5,DRAW
80.0,76.4,1.6,1.2,2.4,WIN
80.1,76.6,2.2,0.6,1.4,WIN
82.3,77.4,2.0,0.2,2.0,DRAW
78.9,76.1,1.6,1.2,1.5,DRAW
76.8,85.9,2.2,2.4,0.8,LOSE
80.0,85.4,1.4,3.0,1.2,DRAW
73.8,79.6,0.75,1.6,0,WIN
76.1,80.1,0.4,0.8,1.4,LOSE
85.7,76.1,2.0,0.6,2.0,WIN
74.1,78.9,1.0,0.4,1.0,WIN
77.4,77.3,0.4,1.2,1.2,DRAW
78.1,73.7,1.8,1.5,0,DRAW
76.6,80.9,1.8,2.0,1.0,LOSE
76.1,79.5,1.0,1.0,0.5,DRAW
80.7,77.2,2.2,1.8,1.4,DRAW
86.2,82.4,3.0,0.4,2.0,WIN
73.5,80.5,1.8,0.6,1.5,LOSE
77.3,80.5,1.2,1.0,0.2,WIN
81.6,79.5,2.2,1.2,0.5,DRAW
75.8,85.5,1.6,2.6,0.0,LOSE
74.1,73.3,1.6,0.2,0,WIN
87.1,75.9,2.0,1.4,3.0,WIN
73.8,76.6,1.2,0.6,0,WIN
78.1,77.5,1.4,0.6,1.2,LOSE
77.4,80.6,0.6,2.4,0.6,LOSE
77.3,80.1,1.6,1.4,2.6,LOSE
78.7,81.9,1.8,0.4,0.2,DRAW
73.3,78.2,1.2,0.4,1.5,LOSE
80.0,77.6,1.6,1.4,1.8,WIN
76.7,78.2,1.8,1.2,1.4,WIN
77.5,77.1,1.2,1.4,1.0,WIN
76.5,78.5,0.2,0.2,1.4,LOSE
81.4,73.8,2.0,1.4,0,DRAW
80.1,81.1,2.6,1.0,1.2,WIN
79.5,74.4,1.2,0.6,0,WIN
79.5,74.5,1.6,0.8,1.5,WIN
86.2,85.8,3.0,2.4,1.0,WIN
78.0,82.0,1.4,0.4,1.4,LOSE
81.5,75.5,1.8,1.4,2.0,DRAW
76.6,79.5,1.6,1.2,0.5,LOSE
76.3,80.1,2.0,1.8,0.25,LOSE
77.6,85.3,1.4,2.6,0.6,LOSE
78.5,72.9,1.4,0.2,2.0,LOSE
77.5,76.7,0.6,0.6,1.4,LOSE
86.2,81.7,2.4,3.0,1.8,WIN
73.0,79.5,1.2,0.8,0,DRAW
75.0,77.3,1.6,1.2,1.0,WIN
77.1,85.5,1.8,1.8,0.8,DRAW
76.6,77.5,1.8,1.4,1.2,LOSE
79.7,76.6,2.0,1.0,1.6,LOSE
85.6,75.3,3.0,0.2,3.0,WIN
82.3,76.1,1.6,0.8,2.4,WIN
75.5,77.6,0.2,1.0,1.2,WIN
78.2,73.8,1.6,1.4,0,DRAW
73.4,81.6,0.6,0.4,0.5,DRAW
80.1,79.0,3.0,0.6,1.2,WIN
79.7,75.0,1.6,0.6,3.0,DRAW
77.8,75.7,0.8,0.8,1.6,WIN
76.4,86.5,1.8,1.4,0.2,LOSE
79.5,77.7,3.0,0.8,1.8,WIN
79.5,77.1,1.6,1.0,3.0,WIN
79.6,82.7,1.8,0.8,1.2,WIN
81.1,74.9,1.8,0.8,3.0,WIN
76.5,73.4,0.6,0.8,1.5,WIN
82.6,79.0,3.0,0.6,1.8,WIN
73.9,76.8,1.4,0.6,0,LOSE
82.8,74.0,1.8,0.2,1.25,LOSE
79.1,81.1,0.8,2.4,1.0,WIN
76.0,84.2,1.6,2.6,0.2,LOSE
82.6,76.5,2.2,1.0,2.0,WIN
78.2,77.5,0.6,1.4,1.4,DRAW
86.5,81.1,2.4,0.8,2.0,LOSE
74.6,79.7,1.6,1.8,0.5,LOSE
77.1,76.5,1.8,1.0,1.6,WIN
73.2,73.8,0.8,1.4,0,LOSE
75.3,79.5,2.0,1.8,2.0,DRAW
76.6,79.5,0.8,0.6,0.8,LOSE
85.2,78.1,3.0,0.8,2.6,WIN
76.5,76.3,1.2,1.2,1.0,WIN
81.7,75.5,2.4,0.2,1.8,LOSE
79.7,73.2,3.0,0.8,3.0,DRAW
73.8,74.9,1.4,0.8,0,WIN
76.5,76.6,1.2,0.8,0.6,LOSE
81.1,78.9,1.8,0.6,2.0,DRAW
79.5,82.6,2.2,0.8,1.5,LOSE
79.4,84.5,1.2,2.0,0.2,LOSE
76.8,76.5,1.2,0.6,1.0,DRAW
78.9,76.8,1.4,1.0,0.6,DRAW
75.1,76.5,1.4,0.4,0.5,LOSE
75.5,76.7,1.0,0.8,1.2,LOSE
76.5,73.7,2.0,1.4,0,LOSE
77.3,77.2,2.2,1.6,1.6,WIN
73.1,79.5,0.2,1.8,0,LOSE
85.3,80.1,1.8,2.4,2.4,WIN
78.1,81.1,0.6,1.4,0.0,WIN
82.6,81.6,2.2,1.8,1.8,LOSE
81.9,73.6,1.6,0.8,2.0,WIN
74.1,73.1,1.2,1.0,2.0,WIN
75.5,80.5,0.8,1.0,0.6,DRAW
81.1,75.3,1.8,1.0,2.6,LOSE
77.7,77.6,0.8,1.2,1.2,WIN
79.3,76.6,1.6,1.2,1.2,WIN
73.8,77.5,2.0,0.8,1.0,DRAW
80.2,75.9,1.8,1.2,1.8,WIN
79.9,85.6,2.6,2.6,0.2,LOSE
79.5,86.0,1.6,2.0,1.3333333333333333,WIN
76.5,74.3,1.4,0.8,0.25,WIN
77.5,77.8,2.2,0.8,0.8,LOSE
76.5,77.3,1.2,1.0,2.0,DRAW
78.1,73.2,1.0,0.2,3.0,WIN
73.2,81.7,0.2,1.4,0.0,DRAW
78.6,75.5,0.2,2.4,1.2,LOSE
76.7,79.4,1.2,1.4,0.4,LOSE
79.5,81.4,0.6,1.8,1.0,LOSE
85.4,76.2,3.0,1.8,3.0,WIN
83.5,74.3,2.4,1.8,0,WIN
75.1,81.3,1.4,1.8,0.0,DRAW
76.8,74.5,1.2,0.2,1.0,LOSE
77.3,78.9,2.0,2.4,1.2,LOSE
76.5,82.3,1.4,1.6,0.8,WIN
77.9,77.5,1.4,1.6,1.0,WIN
78.4,75.3,0.2,0.6,0.6,WIN
81.6,78.9,2.4,1.4,2.6,WIN
73.0,77.3,0.4,1.0,0.0,DRAW
81.5,81.3,0.4,1.4,1.0,WIN
85.5,73.8,3.0,1.6,3.0,WIN
73.8,78.4,1.6,1.2,1.0,WIN
76.7,81.5,1.4,1.2,1.0,DRAW
78.3,75.5,2.0,1.2,1.6666666666666667,DRAW
79.8,76.6,1.2,1.2,2.0,WIN
78.9,76.6,1.6,0.8,1.4,WIN
78.9,76.5,2.0,1.4,2.0,LOSE
80.1,71.7,2.2,0.8,2.0,WIN
80.5,85.5,2.0,2.6,0.8,LOSE
75.6,77.5,0.8,0.8,1.2,LOSE
72.8,85.5,1.2,1.4,0.3333333333333333,LOSE
77.5,80.5,2.0,1.4,1.0,DRAW
79.0,74.0,0.8,1.4,0.0,DRAW
86.4,76.6,2.4,1.2,2.0,DRAW
74.3,75.0,1.0,0.8,0.0,DRAW
73.4,76.8,0.6,0.6,1.3333333333333333,WIN
76.5,78.3,2.0,1.4,1.3333333333333333,LOSE
78.1,78.2,0.6,0.8,1.2,DRAW
77.2,80.7,1.4,1.4,0.6,WIN
76.5,78.5,0.6,2.4,0.8,WIN
85.5,79.4,3.0,1.4,1.2,WIN
75.0,77.5,1.2,0.8,0.0,WIN
74.3,85.2,1.6,2.0,0.0,LOSE
78.2,75.5,2.0,0.8,2.0,DRAW
76.2,75.1,0.2,0.8,2.0,WIN
76.6,75.4,1.6,2.0,1.0,LOSE
81.7,79.5,1.2,1.4,1.6,DRAW
79.5,77.7,1.4,1.2,1.2,WIN
82.5,73.1,1.8,0.8,2.3333333333333335,WIN
79.2,76.8,2.2,1.2,2.2,LOSE
78.3,85.5,1.6,3.0,0.0,LOSE
78.2,84.5,0.8,3.0,0.2,LOSE
79.4,79.9,1.4,1.4,1.2,DRAW
76.5,74.5,0.8,0.8,2.0,WIN
77.2,74.2,1.6,1.4,0.0,LOSE
85.2,76.3,3.0,2.4,3.0,WIN
77.4,73.1,1.8,0.2,1.0,DRAW
77.8,79.1,2.2,1.0,1.4,LOSE
77.5,76.9,0.8,0.8,0.4,DRAW
81.5,79.5,2.0,1.4,0.6666666666666666,DRAW
76.8,80.1,1.2,1.4,0.0,DRAW
81.8,85.5,1.8,2.4,0.2,WIN
79.5,77.2,2.2,0.8,1.8,WIN
76.6,78.0,1.2,0.8,1.6,DRAW
74.2,76.2,1.4,0.6,1.0,WIN
78.3,79.4,1.4,1.8,1.3333333333333333,DRAW
76.1,76.5,1.4,1.2,0.6,LOSE
73.1,84.8,1.0,3.0,0.3333333333333333,LOSE
74.9,82.7,1.2,1.0,0.0,LOSE
80.7,77.4,0.8,1.0,2.4,WIN
81.3,80.4,1.4,1.2,1.0,LOSE
85.7,76.9,2.0,0.6,3.0,WIN
80.0,81.7,0.8,1.6,1.8,WIN
76.5,77.7,1.0,0.4,1.0,WIN
76.1,75.3,1.4,0.6,2.4,WIN
74.6,74.5,0.8,0.8,2.3333333333333335,WIN
74.2,75.9,2.0,0.4,3.0,DRAW
78.9,86.0,1.0,1.8,0.6,LOSE
80.8,78.0,1.6,1.0,2.4,WIN
79.8,72.9,1.0,0.4,3.0,WIN
81.5,78.4,1.4,1.6,2.0,WIN
85.9,78.0,3.0,0.6,2.6,WIN
73.1,77.9,1.0,1.4,0.3333333333333333,WIN
76.2,76.5,1.2,0.6,1.6,LOSE
76.9,79.7,1.4,1.6,1.8,DRAW
77.1,76.1,1.4,1.8,1.4,DRAW
78.7,73.5,1.0,2.4,2.4,WIN
78.0,85.9,2.0,3.0,0.2,WIN
78.5,81.0,2.2,1.2,0.8,DRAW
79.3,78.9,1.8,1.4,2.0,LOSE
84.1,76.5,3.0,0.0,3.0,WIN
81.5,78.7,2.0,0.0,2.0,WIN
76.5,77.9,1.4,1.0,1.0,WIN
73.9,73.1,1.6,0.2,3.0,WIN
75.6,77.2,1.4,0.4,0.4,LOSE
79.2,76.2,1.6,0.4,0.6666666666666666,DRAW
76.5,80.2,1.4,1.0,0.8,DRAW
79.6,79.2,1.4,1.4,1.0,WIN
80.5,84.5,2.0,1.8,1.2,WIN
77.5,75.3,0.8,0.8,2.3333333333333335,WIN
72.4,73.8,1.2,1.4,0.0,DRAW
84.0,80.8,2.6,1.0,3.0,WIN
73.6,74.7,1.6,1.8,1.0,LOSE
82.5,81.8,1.8,1.4,1.2,DRAW
77.8,78.5,2.0,1.4,1.2,DRAW
76.1,79.5,1.2,0.8,1.6,WIN
78.6,79.8,1.6,1.4,0.0,LOSE
76.6,77.1,1.6,1.2,1.0,LOSE
77.5,74.2,1.0,1.0,3.0,WIN
72.4,82.2,1.4,1.2,0.0,LOSE
77.3,85.5,2.2,2.4,0.6,DRAW
84.5,76.5,2.6,1.4,2.6,WIN
77.7,73.2,1.4,0.6,2.6,DRAW
82.8,77.5,1.4,0.0,2.0,WIN
79.5,76.2,1.2,0.0,2.3333333333333335,WIN
73.1,79.1,1.4,0.8,1.3333333333333333,LOSE
77.5,73.6,1.6,0.8,0.6666666666666666,DRAW
82.4,73.0,2.0,1.0,1.0,WIN
86.0,76.7,3.0,1.6,3.0,WIN
76.5,77.2,1.6,0.8,2.0,WIN
74.7,78.7,1.2,0.6,1.0,LOSE
81.9,86.0,2.0,1.8,0.6,WIN
72.5,79.8,0.8,2.0,0.0,LOSE
77.6,75.0,1.6,1.8,1.2,LOSE
77.5,76.0,1.4,1.4,2.4,LOSE
73.8,82.4,1.2,1.0,1.2,LOSE
79.0,71.4,2.6,0.2,1.6666666666666667,WIN
76.2,76.7,1.4,1.0,1.0,LOSE
78.2,80.3,1.8,1.0,1.2,WIN
78.4,81.2,1.0,1.2,1.6,WIN
76.1,82.5,2.0,1.0,1.0,WIN
83.8,87.1,2.6,2.0,1.4,WIN
73.3,75.6,1.2,0.8,0.0,LOSE
79.8,76.5,1.6,1.4,0.6,WIN
82.7,76.2,2.0,0.0,2.4,WIN
80.9,78.5,1.6,1.0,1.6666666666666667,LOSE
80.9,75.2,2.0,0.2,2.4,WIN
75.6,76.1,2.2,1.0,0.0,DRAW
76.9,78.4,1.8,0.0,1.8,DRAW
85.3,74.6,3.0,0.4,3.0,WIN
77.4,83.8,0.6,1.2,0.0,WIN
82.7,79.0,2.0,1.4,2.2,WIN
76.7,79.3,1.2,1.0,0.6,LOSE
75.0,71.5,1.0,0.2,2.0,WIN
79.4,80.1,2.6,0.4,1.2,DRAW
84.5,77.4,2.6,1.4,2.0,WIN
76.5,81.1,2.0,2.6,1.0,WIN
78.3,75.6,1.4,2.0,0.8,LOSE
76.1,83.8,1.0,1.4,0.0,LOSE
76.5,82.6,1.4,1.0,0.6,DRAW
78.0,77.4,1.8,1.8,1.4,DRAW
75.5,82.7,0.8,1.6,0.3333333333333333,LOSE
71.5,78.1,0.6,0.2,0.6666666666666666,LOSE
75.0,77.5,1.4,1.2,1.6,WIN
83.7,76.1,3.0,2.0,2.6,DRAW
76.5,80.3,2.6,1.6,1.0,WIN
75.6,84.6,0.8,0.6,0.0,LOSE
80.2,78.1,1.6,1.2,1.3333333333333333,WIN
75.5,76.6,0.2,1.2,1.0,WIN
82.7,80.0,2.0,1.4,1.0,WIN
76.5,79.1,1.0,0.6,1.0,WIN
82.7,77.4,2.6,1.4,1.8,DRAW
80.8,71.4,2.4,0.2,3.0,WIN
76.1,80.8,1.8,2.0,1.3333333333333333,DRAW
83.5,72.3,3.0,0.0,3.0,WIN
77.5,82.7,1.4,1.0,0.6,LOSE
78.4,86.5,2.6,1.4,0.4,WIN
78.9,76.1,1.8,0.2,2.0,DRAW
79.1,76.5,1.6,1.0,3.0,WIN
77.1,82.0,1.2,2.2,0.8,LOSE
75.4,76.2,1.2,1.4,1.8,DRAW
76.8,75.0,1.4,0.2,1.8,WIN
71.4,76.1,0.6,1.6,0.0,LOSE
76.2,77.4,1.0,1.6,1.2,LOSE
82.7,79.1,2.0,0.4,1.8,WIN
76.2,77.4,0.6,1.2,1.8,DRAW
76.5,77.9,2.6,0.6,3.0,LOSE
80.8,75.9,2.0,1.2,1.3333333333333333,WIN
75.2,84.4,2.0,1.2,0.0,LOSE
76.1,79.2,0.8,1.2,0.0,WIN
81.4,76.8,2.6,0.8,1.4,DRAW
86.6,80.8,2.6,1.4,1.6,WIN
76.6,76.5,1.8,0.4,1.6666666666666667,DRAW
80.2,75.0,2.6,0.0,2.0,WIN
77.5,76.2,1.4,0.4,3.0,WIN
77.8,81.1,1.2,0.8,0.2,LOSE
84.5,71.4,3.0,0.0,1.3333333333333333,WIN
77.5,82.3,2.0,2.2,0.2,LOSE
77.7,76.2,1.4,0.0,1.4,LOSE
76.1,82.7,1.2,1.0,0.0,DRAW
80.4,80.4,3.0,2.0,1.3333333333333333,WIN
76.1,75.2,1.8,1.4,1.8,LOSE
72.1,79.5,1.2,1.2,0.0,LOSE
76.1,76.5,0.8,2.2,1.0,WIN
86.5,73.7,2.6,0.0,0,WIN
78.1,76.3,1.4,1.4,1.4,LOSE
72.8,79.7,1.0,0.4,1.0,LOSE
83.1,80.4,2.6,1.2,2.2,LOSE
75.9,79.6,2.4,1.4,2.0,LOSE
75.5,81.5,0.8,1.2,0.2,LOSE
80.4,72.8,1.2,1.2,1.6,WIN
75.3,73.9,0.0,0.6,0,WIN
81.7,76.4,2.2,0.6,2.0,LOSE
79.6,78.3,2.6,1.0,2.4,WIN
77.1,82.5,1.4,1.2,1.4,LOSE
76.3,74.8,1.0,1.8,0.8,LOSE
82.0,87.2,3.0,1.4,0.8,LOSE
79.7,75.2,2.0,2.0,1.4,WIN
75.7,75.6,1.2,0.2,0.5,WIN
80.0,83.9,2.0,1.2,1.75,LOSE
75.0,82.7,0.2,2.6,1.2,LOSE
76.4,80.4,0.8,1.8,0.4,LOSE
72.6,81.5,1.0,1.2,0.2,DRAW
75.1,77.4,1.2,1.6,1.8,LOSE
73.9,74.2,1.8,0.0,0,LOSE
82.6,76.5,2.4,1.4,2.4,DRAW
83.5,78.9,3.0,0.8,2.4,LOSE
78.1,80.9,1.4,1.4,0.0,WIN
75.1,75.7,1.2,0.6,0,LOSE
86.6,80.0,2.6,1.8,1.6,WIN
82.3,76.4,2.4,0.6,3.0,WIN
79.5,74.8,1.6,2.2,1.8,WIN
74.0,84.5,3.0,1.8,0,DRAW
76.5,76.5,0.4,2.0,1.6,WIN
79.0,78.3,2.0,1.0,1.6,LOSE
77.4,72.4,1.4,1.2,2.4,WIN
79.2,74.9,2.6,0.2,0.5,WIN
79.1,74.8,1.8,0.6,2.0,WIN
82.7,82.1,1.6,1.6,1.4,LOSE
76.0,84.3,1.8,1.8,0.0,WIN
80.4,86.0,1.6,1.8,0.6,DRAW
82.5,77.5,2.4,1.6,2.0,DRAW
84.4,80.2,2.4,1.2,3.0,WIN
76.4,81.8,0.8,3.0,1.2,LOSE
75.9,74.8,1.2,0.6,0,DRAW
76.1,76.1,0.8,2.0,1.4,DRAW
82.7,78.3,2.0,1.6,2.0,DRAW
77.7,76.0,1.8,1.2,2.5,LOSE
73.7,76.5,1.2,1.4,1.75,DRAW
74.4,79.2,2.0,0.8,0,LOSE
76.0,73.8,2.4,1.5,0,LOSE
78.3,84.2,1.4,2.0,0.0,DRAW
75.0,76.0,1.2,0.6,0.0,LOSE
81.8,82.9,1.0,1.4,2.2,DRAW
86.2,74.9,2.6,0.2,3.0,WIN
77.6,79.2,2.0,1.8,1.0,WIN
79.1,76.7,1.8,1.0,1.5,DRAW
80.4,77.9,2.6,1.4,0.8,LOSE
76.0,73.5,0.2,1.2,1.5,DRAW
76.6,83.0,1.0,2.2,0.8,LOSE
78.5,76.9,2.0,1.2,1.75,WIN
74.6,85.4,0.8,2.2,0.0,LOSE
76.6,82.5,0.4,1.0,0.2,LOSE
83.4,78.4,2.6,1.6,2.6,WIN
75.9,77.5,2.4,1.6,0.25,LOSE
76.2,77.0,0.6,1.8,1.0,WIN
82.5,80.0,0.6,0.6,1.0,LOSE
82.6,74.5,1.6,1.6,2.0,WIN
75.7,73.5,0.6,0.8,0,WIN
73.5,76.9,1.3333333333333333,1.8,0,LOSE
75.6,77.3,0.4,1.0,1.0,DRAW
76.6,76.2,2.0,1.2,0.2,WIN
79.8,82.4,1.6,3.0,1.0,LOSE
76.6,73.1,1.0,2.0,0,WIN
82.3,75.5,2.0,0.0,0.5,WIN
78.4,75.5,1.6,0.8,3.0,WIN
72.0,82.9,1.2,2.6,1.2,LOSE
77.4,78.5,1.2,1.4,1.25,WIN
84.9,85.8,2.4,1.4,1.4,DRAW
80.0,76.0,2.4,1.6,2.25,LOSE
75.5,81.9,1.2,1.6,1.2,LOSE
76.0,75.7,1.8,1.4,2.0,LOSE
82.7,84.9,1.6,2.2,0.8,WIN
82.8,73.5,0.4,0.2,1.4,WIN
75.4,79.5,0.6,1.8,1.5,LOSE
75.1,78.4,0.2,1.0,2.0,LOSE
75.0,80.5,1.0,1.2,0,DRAW
83.3,78.7,3.0,2.4,2.6,WIN
77.3,76.1,0.2,1.2,0.6,WIN
79.2,76.9,2.0,2.0,1.75,DRAW
76.4,75.7,1.6,1.2,1.6,LOSE
75.6,81.5,0.6,1.6,0.0,DRAW
83.7,75.1,2.0,1.0,2.6,WIN
78.5,75.0,1.4,1.5,0,LOSE
73.3,74.1,1.0,0.0,0,WIN
76.9,82.6,2.4,3.0,0.8,LOSE
82.3,81.4,2.0,2.6,1.8,DRAW
80.3,80.0,1.8,1.2,1.25,LOSE
77.4,75.3,1.2,0.2,2.0,LOSE
78.3,75.7,1.6,2.2,1.5,WIN
77.2,78.7,0.6,1.8,1.2,DRAW
84.3,75.3,2.0,0.8,3.0,WIN
78.4,81.7,2.0,3.0,1.6,LOSE
82.5,75.0,1.6,1.8,0,WIN
73.6,76.7,1.0,1.2,1.4,LOSE
74.0,78.5,0.2,2.4,0.0,LOSE
82.8,80.2,1.6,1.4,1.6,WIN
81.3,79.8,3.0,1.8,3.0,WIN
75.1,76.9,0.6,1.6,0.6,LOSE
75.5,78.4,1.0,1.4,0,LOSE
78.5,74.1,1.6,2.0,3.0,LOSE
75.9,72.6,1.2,0.2,1.0,WIN
82.5,84.9,0.8,1.6,1.8,DRAW
78.5,82.4,1.4,2.2,1.6,WIN
77.5,75.1,1.8,0.0,3.0,WIN
76.7,82.7,1.4,2.6,0.2,DRAW
75.5,85.4,0.6,1.2,0.0,DRAW
79.3,76.0,1.2,1.4,2.2,WIN
79.5,77.2,1.2,0.4,2.6,LOSE
