h_str,a_str,hth,h_poise,a_poise,result
85.4,76.4,3.0,0.8,2.3333333333333335,WIN
79.5,78.6,2.0,2.4,1.4,WIN
74.9,73.8,1.8,0.6,1.8,WIN
76.6,81.9,0.8,1.8,1.0,LOSE
74.0,75.3,0.8,0.8,1.0,LOSE
74.7,76.9,0.8,0.8,0.8,DRAW
82.4,74.7,2.0,1.0,1.8,DRAW
76.9,78.3,1.0,1.2,1.0,LOSE
78.2,86.5,1.2,2.6,0.0,LOSE
77.7,75.8,1.4,2.4,1.2,WIN
77.6,79.0,1.2,0.2,1.0,LOSE
78.9,76.7,1.6,0.8,1.3333333333333333,WIN
78.2,74.6,1.0,1.6,0.6,WIN
76.6,83.5,1.0,1.6,0.2,LOSE
75.3,75.9,1.6,1.6,0.6,WIN
74.1,74.3,0.8,0.0,3.0,LOSE
77.0,75.6,1.4,1.2,1.4,LOSE
85.4,77.9,3.0,1.4,2.4,WIN
74.6,79.5,0.0,1.8,0.2,LOSE
86.0,81.5,2.4,1.8,0.8,WIN
82.8,78.6,1.4,0.2,1.2,WIN
79.1,75.0,1.4,1.2,1.8,WIN
74.9,75.5,2.2,1.4,0.8,LOSE
74.7,82.8,0.8,2.0,0.0,LOSE
76.6,78.4,0.6,1.8,1.3333333333333333,LOSE
76.5,85.7,1.0,1.6,1.0,LOSE
74.3,76.9,0.8,1.0,0.0,WIN
83.7,83.5,1.6,1.8,2.0,WIN
82.7,75.8,1.8,2.0,2.4,WIN
77.7,78.7,1.2,1.8,1.8,LOSE
76.5,74.4,0.6,0.6,3.0,WIN
76.1,75.2,2.0,1.0,2.2,LOSE
77.7,78.4,2.0,1.8,2.2,WIN
79.5,78.2,2.0,0.6,1.4,WIN
75.6,86.0,0.8,2.6,0.8,DRAW
77.2,83.5,0.4,1.2,1.2,LOSE
79.5,85.9,2.0,2.0,0.6,LOSE
77.4,75.8,0.6,2.0,0.8,WIN
79.1,76.1,1.8,0.8,2.3333333333333335,LOSE
77.9,80.1,1.0,2.4,1.8,LOSE
78.6,74.5,1.6,0.6,3.0,WIN
83.5,77.5,1.4,1.4,1.4,WIN
84.2,75.4,3.0,1.4,2.4,WIN
77.0,78.3,1.2,1.8,2.0,WIN
76.5,74.5,0.6,1.4,2.0,DRAW
83.3,73.8,1.8,0.6,3.0,LOSE
76.7,85.5,0.8,2.2,0.0,LOSE
76.7,74.5,0.2,0.6,2.3333333333333335,DRAW
81.9,78.8,2.2,0.6,1.4,DRAW
78.5,78.6,2.0,0.2,1.4,WIN
83.3,76.3,1.8,1.4,1.6,WIN
75.8,79.0,0.4,3.0,0.8,WIN
76.6,76.7,0.6,0.0,1.4,WIN
76.2,75.0,2.2,1.8,0.8,WIN
78.5,83.6,1.2,1.6,0.8,WIN
75.4,76.9,0.0,0.8,0.0,LOSE
75.5,83.0,1.4,2.0,1.0,LOSE
78.3,77.2,2.0,1.4,1.4,LOSE
78.3,83.3,1.0,1.8,0.6,LOSE
74.5,76.7,0.8,1.0,0.3333333333333333,WIN
77.7,75.8,1.6,1.8,2.2,WIN
74.3,78.8,0.8,0.8,3.0,WIN
86.0,85.9,2.4,2.6,1.6,DRAW
83.7,77.3,1.8,1.4,1.8,LOSE
75.4,74.4,0.0,1.2,0.0,LOSE
76.0,76.9,1.2,2.4,0.4,WIN
82.1,74.5,1.8,0.8,2.4,WIN
77.7,77.0,2.6,1.0,1.4,DRAW
76.4,77.3,2.6,0.8,0.6,WIN
86.2,80.3,3.0,1.4,2.2,WIN
78.0,79.5,1.8,0.8,1.4,DRAW
82.2,77.3,1.6,1.8,1.4,LOSE
76.4,75.8,3.0,1.6,1.4,WIN
85.5,76.5,2.0,1.8,2.4,WIN
76.7,76.0,1.2,1.0,1.4,WIN
77.3,81.6,1.8,0.8,1.6,WIN
74.6,75.5,0.8,1.2,1.6,LOSE
86.4,75.0,2.0,1.4,3.0,WIN
78.5,78.2,2.2,1.2,1.8,DRAW
72.6,83.0,1.4,1.8,0.0,DRAW
82.5,77.5,1.4,0.2,1.2,WIN
76.4,78.5,1.2,1.2,1.8,WIN
77.0,74.1,0.2,1.0,1.0,DRAW
85.5,78.4,3.0,0.0,1.6,WIN
75.8,77.3,1.0,1.2,1.0,DRAW
81.5,83.9,2.2,2.6,1.8,DRAW
76.1,84.5,3.0,2.6,0.4,LOSE
77.8,77.0,1.8,1.2,1.8,LOSE
75.4,76.3,0.0,1.0,1.0,LOSE
75.6,75.6,1.2,1.4,1.6,LOSE
78.8,74.6,0.8,0.2,2.4,WIN
77.1,85.1,0.8,2.2,1.3333333333333333,LOSE
82.5,77.6,1.8,1.0,1.8,WIN
77.7,82.5,1.4,2.6,1.4,WIN
77.9,76.9,2.2,1.8,0.2,LOSE
80.8,73.3,1.8,1.8,3.0,WIN
74.9,74.6,1.2,0.8,1.4,WIN
82.8,79.1,1.8,0.6,1.6,DRAW
76.4,78.4,1.8,1.4,1.25,LOSE
73.8,75.9,1.6,0.6,0.0,WIN
77.2,80.8,0.4,0.6,0.0,WIN
85.8,83.0,3.0,2.0,2.6,DRAW
74.1,78.5,0.6,0.2,0.4,LOSE
78.0,77.7,2.2,0.0,1.0,LOSE
77.4,76.6,1.8,1.4,2.3333333333333335,WIN
86.6,76.2,2.0,1.2,2.6,WIN
78.7,83.6,1.2,2.6,0.6,LOSE
76.3,82.7,0.8,2.0,0.3333333333333333,LOSE
79.6,73.1,2.0,0.2,2.0,WIN
73.2,77.7,0.0,0.6,1.4,DRAW
79.2,86.4,1.2,2.6,1.2,LOSE
82.7,77.4,2.4,1.8,1.4,WIN
82.2,75.5,2.4,1.0,2.0,WIN
78.3,73.8,1.2,0.2,2.3333333333333335,DRAW
78.8,86.1,2.0,2.6,0.2,DRAW
73.2,78.6,0.2,0.4,0.8,LOSE
76.6,77.2,0.8,1.8,0.3333333333333333,DRAW
78.7,75.2,1.2,1.8,1.8,DRAW
77.1,73.8,2.0,1.8,0.0,LOSE
76.2,77.3,2.4,1.2,0.0,WIN
74.3,80.0,0.6,2.6,0.6,LOSE
78.4,74.7,2.0,1.4,1.6,WIN
76.5,75.8,0.8,0.8,1.6,DRAW
83.6,78.5,1.4,1.0,1.6,DRAW
76.9,76.3,1.8,0.8,0.8,WIN
73.7,75.8,2.0,1.4,1.0,LOSE
77.0,78.8,1.0,0.6,1.0,WIN
75.8,76.6,1.8,0.6,0.8,LOSE
84.4,73.5,1.0,0.6,3.0,WIN
74.5,78.6,1.8,0.0,1.4,WIN
79.6,76.3,2.0,0.4,1.6,WIN
84.7,79.2,2.6,0.8,3.0,WIN
85.6,77.8,2.6,1.4,3.0,WIN
74.5,82.7,0.6,1.6,0.2,LOSE
76.8,80.6,2.2,1.2,1.2,LOSE
75.5,86.1,0.0,2.6,1.0,DRAW
73.1,80.0,0.8,0.8,2.25,WIN
76.4,77.5,1.0,0.8,1.0,WIN
78.6,73.6,2.4,0.0,0,WIN
81.8,74.0,2.4,0.4,1.4,WIN
76.3,85.2,2.0,2.0,1.4,LOSE
82.0,76.1,2.2,2.0,2.4,LOSE
79.3,75.5,2.0,1.8,3.0,DRAW
79.3,86.2,1.6,2.2,0.4,LOSE
79.8,76.3,1.0,0.8,2.2,WIN
76.1,78.9,1.6,1.2,1.6,DRAW
86.4,73.2,2.6,0.6,3.0,WIN
74.6,76.4,0.6,2.0,1.0,DRAW
77.5,75.5,0.8,0.4,2.5,DRAW
80.6,79.3,1.8,1.0,2.0,WIN
74.8,83.3,2.0,0.0,0.0,WIN
74.7,79.2,0.0,0.6,0,WIN
84.5,81.8,1.6,2.2,2.6,DRAW
83.4,76.6,2.6,0.8,3.0,DRAW
82.0,78.9,2.4,0.2,1.4,WIN
76.8,79.3,2.0,0.8,0.8,WIN
75.7,74.2,1.4,0.0,0,DRAW
75.1,75.4,0.2,2.0,0,WIN
78.6,73.4,1.6,0.2,1.6,LOSE
73.4,80.6,1.4,1.8,0.8,LOSE
76.3,83.5,1.0,2.0,0.25,WIN
79.5,76.1,1.0,2.0,0.8,LOSE
78.9,86.1,2.4,2.6,0.0,DRAW
81.4,83.9,1.6,2.2,0.2,WIN
74.2,81.4,0.8,0.0,0.6,LOSE
75.1,75.8,2.0,0.8,3.0,DRAW
76.5,76.3,1.8,1.6,2.0,WIN
82.5,78.3,1.8,1.0,1.6,WIN
84.7,73.3,2.2,0.6,3.0,WIN
87.1,76.1,3.0,1.0,1.6,WIN
80.1,76.0,2.4,0.6,2.5,WIN
79.4,78.9,1.6,0.6,0.2,LOSE
79.6,78.0,1.0,1.4,1.2,DRAW
73.8,82.0,3.0,1.8,0,LOSE
76.0,76.5,0.8,2.0,1.5,WIN
76.7,74.2,2.0,1.4,1.0,DRAW
74.5,83.7,0.8,1.4,1.0,WIN
76.5,75.8,1.4,1.0,1.0,DRAW
85.6,75.4,3.0,0.5,0,WIN
80.0,79.3,3.0,0.8,1.2,WIN
74.0,79.6,1.4,0.2,0.25,DRAW
79.5,82.2,0.4,1.8,1.4,DRAW
84.7,77.6,2.2,1.6,2.2,WIN
79.1,81.4,1.4,0.6,1.6,LOSE
75.8,82.8,1.4,2.0,1.0,DRAW
78.1,76.8,2.0,1.0,1.4,DRAW
75.4,74.0,1.5,0.6,0,LOSE
81.7,76.0,3.0,0.4,2.5,WIN
78.5,75.5,0.6,0.8,2.6,WIN
74.5,75.3,1.6,1.0,0.5,WIN
82.6,79.7,1.8,1.2,1.8,WIN
79.1,87.0,1.0,2.2,0.0,DRAW
76.2,78.6,2.2,0.8,1.0,WIN
82.0,79.8,2.0,1.8,0.8,WIN
79.1,75.5,1.2,0.6,1.2,WIN
75.8,76.8,1.0,0.4,0,LOSE
78.9,86.5,1.2,1.8,0.6,LOSE
78.5,74.5,1.6,1.2,2.2,DRAW
81.2,78.5,3.0,0.8,2.4,WIN
75.2,80.2,2.0,1.2,1.5,LOSE
75.3,79.8,1.0,1.2,0.8,WIN
80.6,82.3,3.0,1.8,1.2,WIN
74.4,75.0,1.4,1.0,0,DRAW
76.5,83.3,2.0,1.2,0.0,LOSE
75.7,78.1,1.4,1.0,0.5,LOSE
84.2,76.5,2.2,2.0,1.6,DRAW
73.7,77.2,0.8,0.6,1.4,LOSE
79.6,79.4,0.4,0.4,1.8,WIN
85.6,82.0,3.0,1.2,1.4,WIN
76.5,78.5,1.6,0.6,1.0,DRAW
79.2,75.4,1.4,0.3333333333333333,0,WIN
74.9,77.7,1.0,0.2,1.4,WIN
81.5,77.9,2.2,0.2,1.2,WIN
86.3,75.5,3.0,0.6,1.6,WIN
78.1,74.7,1.8,1.2,2.0,WIN
76.5,81.7,2.6,1.6,1.2,LOSE
76.8,76.4,1.4,0.8,1.0,WIN
79.7,76.2,1.0,1.0,2.5,WIN
80.6,84.9,3.0,1.6,0.6,WIN
77.1,82.7,1.6,1.2,1.2,LOSE
75.5,78.5,0.75,0.2,0,DRAW
75.2,76.5,1.4,1.6,0.0,WIN
77.5,76.8,1.4,0.6,2.2,DRAW
76.5,74.9,1.4,1.4,1.5,DRAW
77.7,74.9,1.2,0.25,0,WIN
82.3,77.2,3.0,1.0,1.6,WIN
78.3,81.9,1.6,1.8,0.8,LOSE
76.5,80.6,1.8,1.8,0.25,LOSE
84.2,78.1,2.0,1.6,2.6,DRAW
75.5,79.2,0.8,0.6,1.0,DRAW
84.3,86.2,2.2,1.8,0.6,WIN
76.1,75.3,2.0,0.2,0,DRAW
76.9,75.6,1.4,0.2,1.8,WIN
74.9,76.0,1.6,0.6,1.0,LOSE
74.4,80.9,2.0,1.8,1.5,DRAW
78.1,77.5,1.8,1.0,2.0,WIN
83.5,78.3,2.2,0.8,2.4,WIN
83.3,82.3,2.0,1.6,2.0,WIN
76.6,78.1,1.6,0.4,0.0,WIN
77.8,75.8,1.0,0.8,1.75,WIN
75.6,82.3,0.8,1.0,0,WIN
77.5,76.7,1.0,0.6,2.0,WIN
87.1,76.1,3.0,1.4,2.4,WIN
82.0,83.5,2.6,1.8,0.8,DRAW
78.5,74.1,1.4,0.6,0.5,WIN
75.5,76.7,1.6,0.8,3.0,LOSE
75.2,80.6,1.0,2.4,0.8,DRAW
77.4,77.5,1.6,0.0,1.0,LOSE
80.8,78.3,3.0,1.2,2.2,LOSE
78.2,74.9,1.4,1.0,1.0,WIN
78.5,85.6,1.4,1.6,0.6,LOSE
73.6,81.1,1.0,1.4,0.8,LOSE
75.2,75.6,1.6,0.2,1.5,DRAW
76.1,81.5,1.6,1.4,0.8,WIN
76.8,75.5,2.0,1.2,1.4,WIN
78.3,78.5,1.8,0.4,1.0,WIN
76.6,77.5,2.0,1.0,1.5,DRAW
84.8,75.5,2.6,0.2,2.5,LOSE
80.6,76.7,3.0,0.4,0,WIN
83.2,78.5,2.0,0.8,2.6,WIN
75.5,74.1,1.0,1.0,0,WIN
84.7,76.4,3.0,1.2,3.0,WIN
75.4,74.1,0.8,0.4,0,DRAW
75.7,76.1,1.4,0.8,1.6,LOSE
77.5,77.5,1.6,0.6,2.2,LOSE
82.7,80.6,2.2,2.0,0.8,LOSE
78.8,82.1,1.4,2.0,0.8,WIN
74.0,78.1,1.0,1.6,0.8,LOSE
79.6,76.8,2.0,0.6,1.6,LOSE
80.9,84.7,2.4,0.4,0.4,LOSE
86.6,74.4,3.0,0.6,3.0,LOSE
73.9,76.3,1.0,1.0,2.0,WIN
84.8,74.6,2.0,0.6,2.4,WIN
77.2,76.8,1.0,1.0,0,WIN
81.5,74.0,1.8,0.6,2.25,WIN
79.6,77.4,2.0,1.2,2.0,LOSE
78.0,79.4,2.2,1.4,0.6,WIN
74.7,80.6,1.2,2.0,1.2,LOSE
75.6,79.2,2.0,0.4,1.0,LOSE
76.8,82.2,1.6,1.4,0.25,LOSE
74.6,80.5,1.6,1.4,0.5,DRAW
76.3,76.7,2.0,1.2,2.5,LOSE
75.9,75.0,1.4,0.4,1.2,LOSE
77.0,78.0,1.4,2.0,1.8,LOSE
75.8,75.7,1.0,0.8,1.2,LOSE
78.4,85.4,2.0,0.8,0.6,LOSE
79.9,79.5,3.0,0.2,2.6,WIN
83.5,73.9,2.0,1.0,0.8,WIN
83.1,76.6,2.6,0.2,0,WIN
73.5,83.6,1.0,1.6,1.0,LOSE
79.4,74.5,1.8,1.0,0.0,LOSE
84.1,76.8,2.0,1.8,1.8,WIN
77.1,82.1,0.6,1.4,0.8,LOSE
73.8,76.6,1.4,1.0,0.8,LOSE
76.7,75.5,1.0,0.6,1.0,WIN
83.9,76.7,2.4,0.8,3.0,DRAW
78.0,74.3,2.6,0.6,1.0,DRAW
75.6,79.7,1.4,2.6,1.4,LOSE
81.9,78.4,1.8,1.0,2.4,LOSE
76.8,83.5,1.6,1.4,0,DRAW
74.5,83.3,1.2,1.4,0.5,WIN
79.7,78.3,3.0,2.6,2.4,DRAW
76.7,73.1,1.2,1.4,2.0,LOSE
78.5,76.5,1.4,1.8,1.75,LOSE
82.7,74.0,2.6,0.4,2.4,WIN
73.8,76.8,0.4,0.2,0,LOSE
73.8,79.6,0.8,0.2,0.75,DRAW
79.1,77.1,1.8,0.8,0.8,DRAW
76.6,81.6,1.8,1.4,1.0,LOSE
83.2,86.1,2.0,2.0,1.2,LOSE
76.5,80.5,1.6,1.0,0.0,WIN
78.8,74.5,1.4,0.8,1.6,WIN
83.0,86.0,2.6,2.4,0.8,WIN
73.7,84.2,0.8,1.2,1.2,WIN
77.6,74.9,0.6,0.6,1.8,LOSE
76.5,78.2,1.8,1.8,0.0,WIN
77.0,79.7,0.6,0.4,0.6,WIN
75.3,74.5,1.8,0.2,1.0,WIN
77.8,76.8,1.4,1.4,3.0,WIN
78.3,76.8,2.6,1.8,2.2,WIN
80.8,79.7,1.2,2.6,1.2,LOSE
76.5,83.5,1.8,2.0,1.4,DRAW
82.5,82.4,2.0,2.0,0.6,WIN
80.7,79.4,2.4,0.4,1.6,DRAW
72.9,76.3,1.2,0.8,3.0,DRAW
77.5,75.3,0.8,1.8,1.4,DRAW
74.7,78.6,0.4,1.4,1.2,LOSE
79.4,77.6,1.2,0.4,1.8,WIN
76.5,78.3,1.4,2.2,1.0,DRAW
74.4,74.8,0.8,1.4,1.3333333333333333,DRAW
84.5,77.3,2.0,1.0,3.0,WIN
79.7,82.4,2.6,1.6,1.4,WIN
76.7,82.4,2.0,1.4,0.2,LOSE
79.9,76.7,1.4,1.8,2.4,DRAW
77.7,79.7,0.6,2.6,1.8,WIN
78.8,76.9,2.0,1.8,1.4,LOSE
75.4,74.2,1.8,1.2,1.5,WIN
76.2,72.8,1.4,0.0,0.8,WIN
83.3,75.9,3.0,1.2,1.0,WIN
78.8,82.6,0.6,1.2,0.0,WIN
78.3,79.1,2.6,0.2,1.6,DRAW
77.5,75.0,2.2,0.8,0,WIN
82.4,82.7,0.6,1.8,1.8,WIN
81.4,75.2,3.0,0.8,2.5,DRAW
79.1,79.0,1.2,0.4,0.6,DRAW
79.7,74.9,2.6,1.6,2.0,DRAW
75.7,76.2,1.0,2.0,1.8,DRAW
76.7,79.2,1.4,1.0,3.0,WIN
75.8,80.7,0.8,2.0,0.6,WIN
73.4,79.4,0.2,1.0,0.2,LOSE
73.7,78.5,0.8,2.2,0.4,DRAW
74.1,82.2,1.0,1.4,0.4,LOSE
87.2,78.5,2.0,1.8,2.6,WIN
82.9,77.6,2.0,0.4,1.6,WIN
79.6,86.3,2.2,1.8,0.0,LOSE
79.5,80.0,1.4,2.4,1.2,LOSE
75.4,76.2,2.2,1.2,1.0,DRAW
74.5,76.5,1.8,1.4,0.6,LOSE
79.3,74.5,1.4,0.6,1.6,LOSE
77.4,74.1,0.6,0.4,1.6,WIN
78.8,87.1,2.2,1.8,0.0,DRAW
77.8,73.7,1.2,0.0,2.2,LOSE
77.8,83.5,2.2,1.2,0.4,LOSE
81.0,75.8,2.6,1.8,1.0,WIN
80.5,78.4,1.2,0.4,1.0,WIN
76.6,78.0,1.8,1.6,0.4,DRAW
77.4,79.1,1.2,1.8,0.2,LOSE
74.5,74.5,1.0,1.2,1.6,WIN
76.5,80.5,0.8,2.4,0.6,LOSE
79.3,77.2,0.8,0.8,0.0,WIN
73.6,82.8,1.0,1.4,0.0,LOSE
76.2,84.5,0.6,1.2,0.2,DRAW
80.5,82.3,1.8,0.6,0.4,WIN
82.2,78.2,2.0,1.6,2.4,WIN
80.5,77.4,1.6,0.4,0.6,WIN
85.5,78.1,2.0,1.8,2.6,WIN
79.9,72.9,1.6,0.6,2.6,WIN
78.9,76.7,0.8,0.8,1.4,WIN
73.2,78.9,1.2,0.4,1.8,WIN
80.9,74.5,1.4,0.4,2.0,WIN
79.5,81.2,1.2,1.4,0.8,WIN
73.5,77.5,0.0,1.2,1.0,WIN
78.5,77.5,2.2,0.2,1.0,DRAW
84.1,83.1,2.6,2.0,2.0,WIN
75.7,75.6,2.2,2.0,0.0,WIN
73.9,82.5,1.0,0.8,0.0,WIN
77.5,75.6,1.2,1.8,0.3333333333333333,WIN
75.2,73.5,1.0,2.2,0.4,DRAW
77.3,79.7,0.8,0.6,0.8,LOSE
81.1,79.2,1.8,0.8,3.0,WIN
76.6,84.9,0.8,1.4,0.8,LOSE
75.5,80.3,2.0,2.4,0.2,LOSE
83.6,73.5,2.6,1.2,2.2,DRAW
79.3,78.9,1.4,2.4,3.0,DRAW
78.6,79.8,1.6,1.0,1.2,WIN
75.0,74.8,0.6,1.6,1.0,LOSE
74.4,74.4,1.8,0.8,0.8,WIN
80.5,78.6,1.8,1.2,0.0,LOSE
78.9,73.9,1.4,0.6,0.6,WIN
75.7,78.5,2.6,0.6,0.3333333333333333,DRAW
74.4,81.1,0.6,1.2,0.8,DRAW
79.3,74.5,1.8,0.2,1.4,LOSE
81.3,77.5,1.4,0.4,1.4,DRAW
80.0,73.8,2.0,0.2,1.6,WIN
84.5,84.4,2.6,0.8,1.2,WIN
80.1,75.6,2.0,0.8,2.6,WIN
73.9,76.4,1.0,1.4,1.3333333333333333,WIN
74.4,75.7,2.4,1.6,2.0,DRAW
76.9,76.7,0.8,0.8,0.6,WIN
78.4,78.1,1.6,0.8,0.0,DRAW
80.2,78.5,1.6,2.0,2.0,LOSE
79.4,74.0,1.6,1.4,1.2,WIN
78.6,82.4,1.6,1.4,0.4,WIN
77.5,82.3,1.8,0.8,1.0,DRAW
77.4,78.5,0.8,2.0,1.4,LOSE
74.2,73.5,1.6,1.8,1.8,LOSE
76.5,78.4,1.2,0.8,0.0,WIN
82.5,82.6,1.0,0.8,1.2,DRAW
79.4,78.4,2.2,1.2,1.0,LOSE
82.5,75.2,2.2,1.2,2.0,WIN
82.1,77.5,2.2,0.4,1.6,WIN
78.5,78.0,1.8,0.2,1.0,WIN
74.7,78.1,2.2,1.6,0.3333333333333333,LOSE
76.7,79.7,1.4,0.4,0.2,LOSE
77.8,73.5,0.8,0.6,1.2,LOSE
82.3,74.4,2.4,1.8,1.8,WIN
76.9,81.8,1.8,1.0,1.2,WIN
73.3,85.5,0.8,2.0,0.4,LOSE
76.5,75.8,1.6,0.2,1.4,LOSE
84.6,80.4,2.6,2.4,2.4,DRAW
78.2,78.2,1.8,2.0,1.4,WIN
78.4,74.5,1.0,1.2,1.2,LOSE
77.1,76.2,2.0,0.8,1.4,LOSE
73.0,75.8,0.8,0.8,0.8,LOSE
82.3,74.3,3.0,1.2,2.0,LOSE
77.1,74.7,1.8,1.0,1.3333333333333333,WIN
87.0,78.3,3.0,0.8,2.4,WIN
79.7,80.5,1.6,2.0,0.2,DRAW
78.3,82.5,1.2,0.8,0.0,LOSE
76.6,84.6,1.4,1.0,0.8,LOSE
80.2,73.3,2.4,0.8,1.6,DRAW
76.4,75.5,0.8,0.8,1.0,WIN
74.8,78.2,1.6,2.0,1.3333333333333333,DRAW
75.8,77.3,1.2,0.4,0.8,DRAW
76.8,77.1,0.6,1.0,2.0,WIN
84.6,78.3,2.2,0.0,0.0,WIN
74.2,79.7,1.4,0.8,1.4,LOSE
78.1,81.5,2.0,1.0,1.0,WIN
77.4,75.5,1.8,1.2,0.6,WIN
78.2,75.9,2.4,1.4,2.0,WIN
76.8,76.8,1.4,0.2,0.8,DRAW
78.9,72.2,0.6,1.6,1.0,WIN
79.7,84.9,1.6,1.0,0.6,LOSE
81.6,74.4,1.0,0.8,1.3333333333333333,LOSE
86.3,80.4,3.0,2.2,3.0,WIN
77.8,78.3,1.4,1.8,0.6,LOSE
74.2,74.6,0.8,1.8,1.6,LOSE
81.3,83.0,2.4,1.2,0.6,DRAW
76.4,79.7,1.2,1.4,1.0,WIN
74.9,79.2,1.2,0.0,1.0,WIN
74.3,77.4,2.0,0.4,1.4,WIN
74.2,74.5,1.2,0.6,0.0,WIN
76.2,84.9,1.4,2.6,0.0,LOSE
83.2,78.2,2.2,2.2,1.4,WIN
78.2,73.6,2.0,1.0,2.0,WIN
83.6,81.4,2.6,0.4,2.2,WIN
79.2,77.5,0.6,0.6,1.0,DRAW
80.2,82.5,2.6,1.0,2.4,WIN
83.9,77.0,2.6,1.2,1.6,WIN
83.6,78.5,3.0,1.2,2.2,WIN
72.3,82.5,2.0,1.4,1.2,WIN
74.2,79.3,1.8,0.8,1.4,LOSE
83.4,74.4,3.0,0.6,2.0,WIN
80.9,76.4,2.0,1.2,2.0,WIN
77.9,78.2,2.4,1.6,1.6,WIN
84.5,74.9,2.6,1.4,1.3333333333333333,WIN
78.5,80.1,2.4,1.6,0.8,LOSE
79.4,82.9,1.0,0.8,0.0,WIN
76.7,77.7,0.8,0.4,1.4,WIN
73.9,76.5,2.6,0.8,1.4,LOSE
79.1,74.0,1.0,0.4,3.0,WIN
75.4,79.0,1.0,2.4,1.6,DRAW
78.5,80.9,3.0,0.4,1.2,WIN
78.6,79.0,0.4,0.0,1.0,DRAW
76.3,73.4,1.6,1.8,2.4,WIN
83.5,77.2,2.6,0.2,2.4,WIN
74.0,76.7,0.2,0.6,1.4,LOSE
74.7,77.8,1.6,1.2,3.0,WIN
76.4,85.3,0.8,2.6,0.2,LOSE
80.3,71.4,2.6,1.4,2.0,LOSE
79.8,84.5,0.8,1.4,1.2,LOSE
79.0,73.1,2.4,1.8,1.0,WIN
80.9,74.4,2.0,0.8,1.6666666666666667,LOSE
74.9,83.5,1.2,0.8,0.6,LOSE
76.8,75.7,1.2,1.2,0.8,DRAW
84.5,79.1,2.6,1.4,2.4,DRAW
76.4,76.3,2.4,1.2,1.8,DRAW
79.0,80.6,1.4,1.6,0.0,WIN
79.9,76.0,1.4,0.6,2.0,WIN
71.9,72.8,2.0,0.4,1.6,WIN
78.4,78.4,3.0,1.2,2.4,WIN
78.2,78.8,2.4,0.4,1.8,DRAW
71.1,84.0,2.0,3.0,0.6,DRAW
83.5,74.8,2.6,1.2,1.0,WIN
80.6,76.5,2.0,0.2,1.8,WIN
79.1,69.5,3.0,1.2,2.0,WIN
75.0,79.4,1.6,2.6,1.0,WIN
78.2,78.4,0.4,2.0,2.4,DRAW
75.7,76.2,2.0,0.2,0.0,DRAW
77.2,73.5,0.8,1.8,0.8,WIN
75.8,80.4,1.0,0.4,0.6,LOSE
77.5,78.3,0.8,1.2,0.8,WIN
81.3,76.8,3.0,1.2,2.6,WIN
73.0,81.5,0.2,2.0,0.6,DRAW
